X,E,XE,X^*,P1,X^*P[1],Y,X^*Y,Y^*,P[2],Y^*P[2],t
757.0,94.0,0.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.0
756.0,93.0,1.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.002031779118418646
755.0,92.0,2.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.026337068256972147
754.0,91.0,3.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.026554021226495143
753.0,90.0,4.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.029579077595377153
752.0,89.0,5.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.034095415785252624
751.0,88.0,6.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.03865480134122545
750.0,87.0,7.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.042008999458567585
749.0,86.0,8.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.042307467678370174
748.0,85.0,9.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.05059627489548596
747.0,84.0,10.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.062354300318649664
746.0,83.0,11.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.08088083981719767
745.0,82.0,12.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.08136033904949742
744.0,81.0,13.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.09777424838519877
743.0,80.0,14.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.11778505562208055
742.0,79.0,15.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.1948732075316382
741.0,78.0,16.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.20610569801734613
740.0,77.0,17.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.23339533194533546
739.0,76.0,18.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.24035115541265686
738.0,75.0,19.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.24845137722061958
737.0,74.0,20.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.26498179138515443
736.0,73.0,21.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.2669526576485658
735.0,72.0,22.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.27030706254501313
734.0,71.0,23.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.2780384747353117
733.0,70.0,24.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.3124533319535589
732.0,69.0,25.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.3247066606340719
731.0,68.0,26.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.326239423783426
730.0,67.0,27.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.3640248071440872
729.0,66.0,28.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.3642102364389491
728.0,65.0,29.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.39047237965107
727.0,64.0,30.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.4122670837117387
726.0,63.0,31.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.4367498294364398
725.0,62.0,32.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.4476313252137351
724.0,61.0,33.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.46392183640423545
723.0,60.0,34.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.48873986828019267
722.0,59.0,35.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5016025447084483
721.0,58.0,36.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5324398713226891
720.0,57.0,37.0,0.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5564116785433698
720.0,58.0,36.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5880095734934422
719.0,57.0,37.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5902908311363176
718.0,56.0,38.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5952909017904161
717.0,55.0,39.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.5978728316101611
716.0,54.0,40.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.6144020385412277
715.0,53.0,41.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.7172482900681857
714.0,52.0,42.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.7418846432812476
713.0,51.0,43.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.8368815254369837
712.0,50.0,44.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.8833288555995626
711.0,49.0,45.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.8881573664209075
710.0,48.0,46.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.9026048146315262
709.0,47.0,47.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.9367540508947062
708.0,46.0,48.0,1.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,0.9938526240446348
708.0,47.0,47.0,2.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.0114650474266302
708.0,48.0,46.0,3.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.065557619213833
707.0,47.0,47.0,3.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.1120324259988985
706.0,46.0,48.0,3.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.1198518763312268
705.0,45.0,49.0,3.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.1374081877592244
704.0,44.0,50.0,3.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.1460405515594965
704.0,45.0,49.0,4.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.1704633482196587
703.0,44.0,50.0,4.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.193891110863279
702.0,43.0,51.0,4.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.2974082810562328
701.0,42.0,52.0,4.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.3466960579329195
700.0,41.0,53.0,4.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.3499307094192523
700.0,42.0,52.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.4553532931500037
699.0,41.0,53.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.503402449043579
698.0,40.0,54.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.5095101017029673
697.0,39.0,55.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.5255678001644535
696.0,38.0,56.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.5454822914070516
695.0,37.0,57.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.579767733908327
694.0,36.0,58.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.5893851567368324
693.0,35.0,59.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.6071633910780803
692.0,34.0,60.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.6336774052437084
691.0,33.0,61.0,5.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.661701200756286
691.0,34.0,60.0,6.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.6918027916887308
690.0,33.0,61.0,6.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.7233567117613247
689.0,32.0,62.0,6.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.7374990214150485
689.0,33.0,61.0,7.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.7497804833770478
688.0,32.0,62.0,7.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.7635157021151275
687.0,31.0,63.0,7.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.8096905524599962
686.0,30.0,64.0,7.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.8119509194117316
685.0,29.0,65.0,7.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.8378790096227802
685.0,30.0,64.0,8.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.8767009992573123
684.0,29.0,65.0,8.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.8977061166529234
683.0,28.0,66.0,8.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.9002434413680802
683.0,29.0,65.0,9.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,1.9872207497744565
683.0,30.0,64.0,10.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.037767722070863
682.0,29.0,65.0,10.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.054212988740353
681.0,28.0,66.0,10.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.081083424526646
680.0,27.0,67.0,10.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.095530753638457
680.0,28.0,66.0,11.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.117842530869722
680.0,29.0,65.0,12.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.140917146332003
680.0,30.0,64.0,13.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.1481701163308076
679.0,29.0,65.0,13.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.1500454963972095
679.0,30.0,64.0,14.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.1566292811288923
678.0,29.0,65.0,14.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.214305803611449
677.0,28.0,66.0,14.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.236023654112322
677.0,29.0,65.0,15.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.2940484417710456
676.0,28.0,66.0,15.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.332348815811531
676.0,29.0,65.0,16.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.4341480736645824
676.0,30.0,64.0,17.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.48699918986623
675.0,29.0,65.0,17.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.48724597152267
674.0,28.0,66.0,17.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.5664793708545055
673.0,27.0,67.0,17.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.621138919361669
673.0,28.0,66.0,18.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.659587662794168
673.0,29.0,65.0,19.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.6671727050313456
672.0,28.0,66.0,19.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.705197154455021
672.0,29.0,65.0,20.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.756069294842678
672.0,30.0,64.0,21.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.8983019479277363
671.0,29.0,65.0,21.0,32.0,0.0,567.0,0.0,0.0,32.0,0.0,2.9239714341312006
671.0,29.0,65.0,20.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,2.9372540413694614
670.0,28.0,66.0,20.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,2.9462378721693523
670.0,29.0,65.0,21.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,2.9551608067204125
670.0,30.0,64.0,22.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,2.9748392245302164
670.0,31.0,63.0,23.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.009170404312954
669.0,30.0,64.0,23.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.036946891938243
668.0,29.0,65.0,23.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.0980705862993063
668.0,30.0,64.0,24.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.1247831039508407
667.0,29.0,65.0,24.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.1320358608574725
666.0,28.0,66.0,24.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.1466156438415647
665.0,27.0,67.0,24.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.2107684250820117
665.0,28.0,66.0,25.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.2228481083133724
665.0,29.0,65.0,26.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.2443933732418833
665.0,30.0,64.0,27.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.277462184753768
664.0,29.0,65.0,27.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.2797543057400165
663.0,28.0,66.0,27.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.286138071149271
662.0,27.0,67.0,27.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.3542007839264163
661.0,26.0,68.0,27.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.3738982955839334
661.0,27.0,67.0,28.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.3765751867774205
660.0,26.0,68.0,28.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.378432990876695
660.0,27.0,67.0,29.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.3961706136981156
659.0,26.0,68.0,29.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.4007173889064086
659.0,27.0,67.0,30.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.426318044770251
659.0,28.0,66.0,31.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.51596745104633
659.0,29.0,65.0,32.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.571542013054903
659.0,30.0,64.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.577577679281705
658.0,29.0,65.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.6048957162938837
657.0,28.0,66.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.6050449148941515
656.0,27.0,67.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.636946459576433
655.0,26.0,68.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.649846271032842
654.0,25.0,69.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.6886514775748185
653.0,24.0,70.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.6953331549177415
652.0,23.0,71.0,33.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.708098258580729
652.0,24.0,70.0,34.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.709580341266042
651.0,23.0,71.0,34.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.7365279776132896
651.0,24.0,70.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.7913018346404663
650.0,23.0,71.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.8257022942289876
649.0,22.0,72.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.849801529853224
648.0,21.0,73.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,3.969805485597514
647.0,20.0,74.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,4.116738760959963
646.0,19.0,75.0,35.0,31.0,1.0,567.0,0.0,0.0,32.0,0.0,4.151836256094151
646.0,19.0,75.0,34.0,30.0,2.0,567.0,0.0,0.0,32.0,0.0,4.196940507520699
646.0,20.0,74.0,35.0,30.0,2.0,567.0,0.0,0.0,32.0,0.0,4.2379735796215705
645.0,19.0,75.0,35.0,30.0,2.0,567.0,0.0,0.0,32.0,0.0,4.294580698015584
645.0,19.0,75.0,34.0,29.0,3.0,567.0,0.0,0.0,32.0,0.0,4.3566470740104934
644.0,18.0,76.0,34.0,29.0,3.0,567.0,0.0,0.0,32.0,0.0,4.375175814176456
643.0,17.0,77.0,34.0,29.0,3.0,567.0,0.0,0.0,32.0,0.0,4.4489525370660274
643.0,18.0,76.0,35.0,29.0,3.0,567.0,0.0,0.0,32.0,0.0,4.513578815528908
643.0,18.0,76.0,34.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.518631834974292
643.0,19.0,75.0,35.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.5213253509309235
642.0,18.0,76.0,35.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.523971380727993
641.0,17.0,77.0,35.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.55183183764145
640.0,16.0,78.0,35.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.571136841615332
640.0,17.0,77.0,36.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.580690504205133
639.0,16.0,78.0,36.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.580857185015731
639.0,17.0,77.0,37.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.595784843750099
639.0,18.0,76.0,38.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.631129394987038
638.0,17.0,77.0,38.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.667694269393852
639.0,17.0,77.0,38.0,30.0,2.0,566.0,1.0,0.0,32.0,0.0,4.6975880020290885
638.0,16.0,78.0,38.0,30.0,2.0,566.0,1.0,0.0,32.0,0.0,4.698424421178222
638.0,17.0,77.0,39.0,30.0,2.0,566.0,1.0,0.0,32.0,0.0,4.702631906409593
638.0,18.0,76.0,40.0,30.0,2.0,566.0,1.0,0.0,32.0,0.0,4.741379017558971
638.0,18.0,76.0,39.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.794337975273036
637.0,17.0,77.0,39.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.812058712201583
636.0,16.0,78.0,39.0,29.0,3.0,566.0,1.0,0.0,32.0,0.0,4.813402583835487
636.0,16.0,78.0,38.0,29.0,3.0,565.0,2.0,0.0,32.0,0.0,4.872192435027984
636.0,17.0,77.0,39.0,29.0,3.0,565.0,2.0,0.0,32.0,0.0,4.955981666040916
635.0,16.0,78.0,39.0,29.0,3.0,565.0,2.0,0.0,32.0,0.0,4.98337910870349
635.0,17.0,77.0,40.0,29.0,3.0,565.0,2.0,0.0,32.0,0.0,5.08198572286082
634.0,16.0,78.0,40.0,29.0,3.0,565.0,2.0,0.0,32.0,0.0,5.15876133423662
634.0,16.0,78.0,39.0,28.0,4.0,565.0,2.0,0.0,32.0,0.0,5.193021767390952
633.0,15.0,79.0,39.0,28.0,4.0,565.0,2.0,0.0,32.0,0.0,5.237766916254653
633.0,16.0,78.0,40.0,28.0,4.0,565.0,2.0,0.0,32.0,0.0,5.263029865048817
633.0,17.0,77.0,41.0,28.0,4.0,565.0,2.0,0.0,32.0,0.0,5.304645258884949
633.0,18.0,76.0,42.0,28.0,4.0,565.0,2.0,0.0,32.0,0.0,5.309911991456122
633.0,18.0,76.0,41.0,28.0,4.0,564.0,3.0,0.0,32.0,0.0,5.312020212855968
633.0,19.0,75.0,42.0,28.0,4.0,564.0,3.0,0.0,32.0,0.0,5.336275772388047
633.0,19.0,75.0,41.0,28.0,4.0,563.0,4.0,0.0,32.0,0.0,5.428305100420001
633.0,20.0,74.0,42.0,28.0,4.0,563.0,4.0,0.0,32.0,0.0,5.46551891599037
632.0,19.0,75.0,42.0,28.0,4.0,563.0,4.0,0.0,32.0,0.0,5.467259726388005
632.0,20.0,74.0,43.0,28.0,4.0,563.0,4.0,0.0,32.0,0.0,5.494564155410278
632.0,20.0,74.0,42.0,28.0,4.0,562.0,5.0,0.0,32.0,0.0,5.612287908607881
632.0,21.0,73.0,43.0,28.0,4.0,562.0,5.0,0.0,32.0,0.0,5.613832909637556
631.0,20.0,74.0,43.0,28.0,4.0,562.0,5.0,0.0,32.0,0.0,5.628838439845431
631.0,21.0,73.0,44.0,28.0,4.0,562.0,5.0,0.0,32.0,0.0,5.697532517542234
631.0,22.0,72.0,45.0,28.0,4.0,562.0,5.0,0.0,32.0,0.0,5.7061206251509855
631.0,22.0,72.0,44.0,28.0,4.0,561.0,6.0,0.0,32.0,0.0,5.73810212123326
630.0,21.0,73.0,44.0,28.0,4.0,561.0,6.0,0.0,32.0,0.0,5.765779446167053
630.0,22.0,72.0,45.0,28.0,4.0,561.0,6.0,0.0,32.0,0.0,5.787796579333463
629.0,21.0,73.0,45.0,28.0,4.0,561.0,6.0,0.0,32.0,0.0,5.820577893272362
629.0,22.0,72.0,46.0,28.0,4.0,561.0,6.0,0.0,32.0,0.0,5.83045558559584
629.0,22.0,72.0,45.0,28.0,4.0,560.0,7.0,0.0,32.0,0.0,5.8829253891809925
628.0,21.0,73.0,45.0,28.0,4.0,560.0,7.0,0.0,32.0,0.0,5.9453428821634615
627.0,20.0,74.0,45.0,28.0,4.0,560.0,7.0,0.0,32.0,0.0,5.978910011999839
627.0,20.0,74.0,44.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.006617390664724
627.0,21.0,73.0,45.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.0807930476581005
627.0,22.0,72.0,46.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.267502349924881
626.0,21.0,73.0,46.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.293375978039239
625.0,20.0,74.0,46.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.295321207525123
624.0,19.0,75.0,46.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.309211346026552
624.0,20.0,74.0,47.0,28.0,4.0,559.0,8.0,0.0,32.0,0.0,6.309251568895255
624.0,20.0,74.0,46.0,28.0,4.0,558.0,9.0,0.0,32.0,0.0,6.363292834010344
623.0,19.0,75.0,46.0,28.0,4.0,558.0,9.0,0.0,32.0,0.0,6.389638783362515
622.0,18.0,76.0,46.0,28.0,4.0,558.0,9.0,0.0,32.0,0.0,6.40498388064504
622.0,18.0,76.0,47.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.477281843060773
621.0,17.0,77.0,47.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.545417240512371
620.0,16.0,78.0,47.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.573096120186457
620.0,17.0,77.0,48.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.594911172287477
620.0,18.0,76.0,49.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.81201977244698
620.0,19.0,75.0,50.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.832707044308406
620.0,20.0,74.0,51.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.840694170639631
619.0,19.0,75.0,51.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.866357964577521
618.0,18.0,76.0,51.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,6.932855286176624
618.0,19.0,75.0,52.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.0612755814954085
618.0,20.0,74.0,53.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.085567524189071
617.0,19.0,75.0,53.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.098561060065014
616.0,18.0,76.0,53.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.101594442641652
616.0,19.0,75.0,54.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.128916884918106
616.0,20.0,74.0,55.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.153717191601923
616.0,21.0,73.0,56.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.211151699859819
616.0,22.0,72.0,57.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.269541063207264
616.0,23.0,71.0,58.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.302328960852414
615.0,22.0,72.0,58.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.332137424158749
614.0,21.0,73.0,58.0,28.0,4.0,558.0,8.0,1.0,32.0,0.0,7.3393952191467555
615.0,21.0,73.0,58.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.348714590696679
615.0,22.0,72.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.365587619564311
614.0,21.0,73.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.408840489792828
613.0,20.0,74.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.409092811995681
612.0,19.0,75.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.410883425843552
611.0,18.0,76.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.424878551211378
610.0,17.0,77.0,59.0,29.0,3.0,558.0,8.0,1.0,32.0,0.0,7.473128886678574
610.0,17.0,77.0,59.0,29.0,3.0,558.0,8.0,0.0,31.0,1.0,7.498192830114329
609.0,16.0,78.0,59.0,29.0,3.0,558.0,8.0,0.0,31.0,1.0,7.5327180949548245
609.0,17.0,77.0,60.0,29.0,3.0,558.0,8.0,0.0,31.0,1.0,7.543780804967256
609.0,17.0,77.0,61.0,29.0,3.0,558.0,7.0,1.0,31.0,1.0,7.581972473528958
608.0,16.0,78.0,61.0,29.0,3.0,558.0,7.0,1.0,31.0,1.0,7.5890419546587635
607.0,15.0,79.0,61.0,29.0,3.0,558.0,7.0,1.0,31.0,1.0,7.594853300835352
607.0,15.0,79.0,60.0,29.0,3.0,557.0,8.0,1.0,31.0,1.0,7.611518069010968
607.0,15.0,79.0,59.0,29.0,3.0,556.0,9.0,1.0,31.0,1.0,7.753139989396291
607.0,16.0,78.0,60.0,29.0,3.0,556.0,9.0,1.0,31.0,1.0,7.780983773249248
606.0,15.0,79.0,60.0,29.0,3.0,556.0,9.0,1.0,31.0,1.0,7.850215993856076
606.0,15.0,79.0,59.0,29.0,3.0,555.0,10.0,1.0,31.0,1.0,7.904564378935522
606.0,16.0,78.0,60.0,29.0,3.0,555.0,10.0,1.0,31.0,1.0,7.971262159140775
606.0,16.0,78.0,59.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.011833934568998
606.0,17.0,77.0,60.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.026804126896447
606.0,18.0,76.0,61.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.050344134088643
606.0,19.0,75.0,62.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.079544846438147
606.0,20.0,74.0,63.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.121847279405378
606.0,21.0,73.0,64.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.311383821163787
605.0,20.0,74.0,64.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.368830148181281
604.0,19.0,75.0,64.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.415567419542601
604.0,20.0,74.0,65.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.516618910636822
603.0,19.0,75.0,65.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.521882481807983
603.0,20.0,74.0,66.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.529240326581917
602.0,19.0,75.0,66.0,29.0,3.0,554.0,11.0,1.0,31.0,1.0,8.561578690323936
602.0,19.0,75.0,67.0,29.0,3.0,554.0,10.0,2.0,31.0,1.0,8.561806605540474
602.0,20.0,74.0,68.0,29.0,3.0,554.0,10.0,2.0,31.0,1.0,8.582164467468441
602.0,21.0,73.0,69.0,29.0,3.0,554.0,10.0,2.0,31.0,1.0,8.587518917050089
